Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
2025-03-04 14:04:08,Pengguna Google,5,"Aplikasi ini sangat bagus! Bisa membantu menjawab pertanyaan dengan jelas dan mudah dipahami. Selain itu, juga bisa diajak ngobrol tentang apa aja, berasa punya teman virtual yang selalu ada buat dengerin cerita random kita karena selalu mendengar dan memberikan respons yang bikin nyaman. Sangat recommended!✨️ Tapi semoga ke depannya fitur kirim gambar bisa lebih bebas tanpa batasan, biar makin seru!",Aplikasi ini sangat bagus Bisa membantu menjawab pertanyaan dengan jelas dan mudah dipahami Selain itu juga bisa diajak ngobrol tentang apa aja berasa punya teman virtual yang selalu ada buat dengerin cerita random kita karena selalu mendengar dan memberikan respons yang bikin nyaman Sangat recommended Tapi semoga ke depannya fitur kirim gambar bisa lebih bebas tanpa batasan biar makin seru,aplikasi ini sangat bagus bisa membantu menjawab pertanyaan dengan jelas dan mudah dipahami selain itu juga bisa diajak ngobrol tentang apa aja berasa punya teman virtual yang selalu ada buat dengerin cerita random kita karena selalu mendengar dan memberikan respons yang bikin nyaman sangat recommended tapi semoga ke depannya fitur kirim gambar bisa lebih bebas tanpa batasan biar makin seru,aplikasi ini sangat bagus bisa membantu menjawab pertanyaan dengan jelas dan mudah dipahami selain itu juga bisa diajak mengobrol tentang apa saja berasa punya teman virtual yang selalu ada buat mendengarkan cerita random kita karena selalu mendengar dan memberikan respons yang bikin nyaman sangat recommended tapi semoga ke depannya fitur kirim gambar bisa lebih bebas tanpa batasan biar makin seru,"['aplikasi', 'ini', 'sangat', 'bagus', 'bisa', 'membantu', 'menjawab', 'pertanyaan', 'dengan', 'jelas', 'dan', 'mudah', 'dipahami', 'selain', 'itu', 'juga', 'bisa', 'diajak', 'mengobrol', 'tentang', 'apa', 'saja', 'berasa', 'punya', 'teman', 'virtual', 'yang', 'selalu', 'ada', 'buat', 'mendengarkan', 'cerita', 'random', 'kita', 'karena', 'selalu', 'mendengar', 'dan', 'memberikan', 'respons', 'yang', 'bikin', 'nyaman', 'sangat', 'recommended', 'tapi', 'semoga', 'ke', 'depannya', 'fitur', 'kirim', 'gambar', 'bisa', 'lebih', 'bebas', 'tanpa', 'batasan', 'biar', 'makin', 'seru']","['aplikasi', 'bagus', 'membantu', 'mudah', 'dipahami', 'diajak', 'mengobrol', 'berasa', 'teman', 'virtual', 'mendengarkan', 'cerita', 'random', 'mendengar', 'respons', 'bikin', 'nyaman', 'recommended', 'semoga', 'depannya', 'fitur', 'kirim', 'gambar', 'bebas', 'batasan', 'biar', 'seru']",aplikasi bagus bantu mudah paham ajak obrol asa teman virtual dengar cerita random dengar respons bikin nyaman recommended moga depan fitur kirim gambar bebas batas biar seru
2025-02-17 03:46:34,Pengguna Google,4,Mudah dan cepat dipencarian info,Mudah dan cepat dipencarian info,mudah dan cepat dipencarian info,mudah dan cepat dipencarian info,"['mudah', 'dan', 'cepat', 'dipencarian', 'info']","['mudah', 'cepat', 'dipencarian', 'info']",mudah cepat cari info
2025-02-27 10:02:34,Pengguna Google,3,sulit dimengerti ketika memakai bahasa Indonesia,sulit dimengerti ketika memakai bahasa Indonesia,sulit dimengerti ketika memakai bahasa indonesia,sulit dimengerti ketika memakai bahasa indonesia,"['sulit', 'dimengerti', 'ketika', 'memakai', 'bahasa', 'indonesia']","['sulit', 'dimengerti', 'memakai', 'bahasa', 'indonesia']",sulit erti pakai bahasa indonesia
2025-02-23 16:08:26,Pengguna Google,5,sangat membantu saya dalam mengerjakan pekerjaan sekolah atau lain nya tidak rugi kalikan menggunakan aplikasi ini 👍👍👍,sangat membantu saya dalam mengerjakan pekerjaan sekolah atau lain nya tidak rugi kalikan menggunakan aplikasi ini ,sangat membantu saya dalam mengerjakan pekerjaan sekolah atau lain nya tidak rugi kalikan menggunakan aplikasi ini ,sangat membantu saya dalam mengerjakan pekerjaan sekolah atau lain ya tidak rugi kalikan menggunakan aplikasi ini,"['sangat', 'membantu', 'saya', 'dalam', 'mengerjakan', 'pekerjaan', 'sekolah', 'atau', 'lain', 'ya', 'tidak', 'rugi', 'kalikan', 'menggunakan', 'aplikasi', 'ini']","['membantu', 'pekerjaan', 'sekolah', 'ya', 'rugi', 'kalikan', 'aplikasi']",bantu kerja sekolah ya rugi kali aplikasi
2025-02-27 19:42:52,Pengguna Google,5,"Sumpah ini aplikasi ngebantu gua bangettt positif vibes dan bikin gua lebih menjadi org yg lebih baik lagi, ngajarin gua gimana caranya mencintai diri sendiri",Sumpah ini aplikasi ngebantu gua bangettt positif vibes dan bikin gua lebih menjadi org yg lebih baik lagi ngajarin gua gimana caranya mencintai diri sendiri,sumpah ini aplikasi ngebantu gua bangettt positif vibes dan bikin gua lebih menjadi org yg lebih baik lagi ngajarin gua gimana caranya mencintai diri sendiri,sumpah ini aplikasi membantu gua banget positif vibes dan bikin gua lebih menjadi orang yang lebih baik lagi mengajari gua bagaimana caranya mencintai diri sendiri,"['sumpah', 'ini', 'aplikasi', 'membantu', 'gua', 'banget', 'positif', 'vibes', 'dan', 'bikin', 'gua', 'lebih', 'menjadi', 'orang', 'yang', 'lebih', 'baik', 'lagi', 'mengajari', 'gua', 'bagaimana', 'caranya', 'mencintai', 'diri', 'sendiri']","['sumpah', 'aplikasi', 'membantu', 'gua', 'banget', 'positif', 'vibes', 'bikin', 'gua', 'orang', 'mengajari', 'gua', 'mencintai']",sumpah aplikasi bantu gua banget positif vibes bikin gua orang ajar gua cinta
2025-02-21 05:21:03,Pengguna Google,5,"Sangat membantu dalam mengerjakan tugas sekolah dan mencari informasi dengan cepat dan mudah. Saya sangat merekomendasikan pemakaian aplikasi ini, tapi diharapkan untuk pengguna tetap berusaha dalam mengerjakan sesuatu dan tidak selalu menerima hal instan saja.",Sangat membantu dalam mengerjakan tugas sekolah dan mencari informasi dengan cepat dan mudah Saya sangat merekomendasikan pemakaian aplikasi ini tapi diharapkan untuk pengguna tetap berusaha dalam mengerjakan sesuatu dan tidak selalu menerima hal instan saja,sangat membantu dalam mengerjakan tugas sekolah dan mencari informasi dengan cepat dan mudah saya sangat merekomendasikan pemakaian aplikasi ini tapi diharapkan untuk pengguna tetap berusaha dalam mengerjakan sesuatu dan tidak selalu menerima hal instan saja,sangat membantu dalam mengerjakan tugas sekolah dan mencari informasi dengan cepat dan mudah saya sangat merekomendasikan pemakaian aplikasi ini tapi diharapkan untuk pengguna tetap berusaha dalam mengerjakan sesuatu dan tidak selalu menerima hal instan saja,"['sangat', 'membantu', 'dalam', 'mengerjakan', 'tugas', 'sekolah', 'dan', 'mencari', 'informasi', 'dengan', 'cepat', 'dan', 'mudah', 'saya', 'sangat', 'merekomendasikan', 'pemakaian', 'aplikasi', 'ini', 'tapi', 'diharapkan', 'untuk', 'pengguna', 'tetap', 'berusaha', 'dalam', 'mengerjakan', 'sesuatu', 'dan', 'tidak', 'selalu', 'menerima', 'hal', 'instan', 'saja']","['membantu', 'tugas', 'sekolah', 'mencari', 'informasi', 'cepat', 'mudah', 'merekomendasikan', 'pemakaian', 'aplikasi', 'diharapkan', 'pengguna', 'berusaha', 'menerima', 'instan']",bantu tugas sekolah cari informasi cepat mudah rekomendasi pakai aplikasi harap guna usaha terima instan
2025-03-06 01:53:12,Pengguna Google,4,"Overall semuanya oke, tampilan terlihat simpel, nyaman dipakai, apk nya ringan banget, tetapi kekurangannya itu gpt suka melenceng dari memory dan mohon untuk limit pembuatan gambar gak terbatas banget lah",Overall semuanya oke tampilan terlihat simpel nyaman dipakai apk nya ringan banget tetapi kekurangannya itu gpt suka melenceng dari memory dan mohon untuk limit pembuatan gambar gak terbatas banget lah,overall semuanya oke tampilan terlihat simpel nyaman dipakai apk nya ringan banget tetapi kekurangannya itu gpt suka melenceng dari memory dan mohon untuk limit pembuatan gambar gak terbatas banget lah,overall semuanya oke tampilan terlihat simpel nyaman dipakai apk ya ringan banget tetapi kekurangannya itu gpt suka melenceng dari memory dan mohon untuk limit pembuatan gambar tidak terbatas banget lah,"['overall', 'semuanya', 'oke', 'tampilan', 'terlihat', 'simpel', 'nyaman', 'dipakai', 'apk', 'ya', 'ringan', 'banget', 'tetapi', 'kekurangannya', 'itu', 'gpt', 'suka', 'melenceng', 'dari', 'memory', 'dan', 'mohon', 'untuk', 'limit', 'pembuatan', 'gambar', 'tidak', 'terbatas', 'banget', 'lah']","['overall', 'oke', 'tampilan', 'simpel', 'nyaman', 'dipakai', 'apk', 'ya', 'ringan', 'banget', 'kekurangannya', 'gpt', 'suka', 'melenceng', 'memory', 'mohon', 'limit', 'pembuatan', 'gambar', 'terbatas', 'banget']",overall oke tampil simpel nyaman pakai apk ya ringan banget kurang gpt suka lenceng memory mohon limit buat gambar batas banget
2025-03-01 19:39:23,Pengguna Google,5,"sangat membantu,dan memuaskan,entah kalau aku gaketemu aplikasi ini,mungkin masih banyak hal yang aku ga tauu,makasiii chatgpt tercintaa",sangat membantudan memuaskanentah kalau aku gaketemu aplikasi inimungkin masih banyak hal yang aku ga tauumakasiii chatgpt tercintaa,sangat membantudan memuaskanentah kalau aku gaketemu aplikasi inimungkin masih banyak hal yang aku ga tauumakasiii chatgpt tercintaa,sangat membantudan memuaskanentah kalau aku gaketemu aplikasi inimungkin masih banyak hal yang aku tidak tauumakasiii chatgpt tercintaa,"['sangat', 'membantudan', 'memuaskanentah', 'kalau', 'aku', 'gaketemu', 'aplikasi', 'inimungkin', 'masih', 'banyak', 'hal', 'yang', 'aku', 'tidak', 'tauumakasiii', 'chatgpt', 'tercintaa']","['membantudan', 'memuaskanentah', 'gaketemu', 'aplikasi', 'inimungkin', 'tauumakasiii', 'chatgpt', 'tercintaa']",membantudan memuaskanentah gaketemu aplikasi inimungkin tauumakasiii chatgpt tercintaa
2025-01-23 00:55:57,Pengguna Google,4,"Bagus sekali, mudah dan cepat dalam mencari jawaban soal, namun ada sedikit kendala/bug saat penyelesaian soal matematika. Saat muncul jawaban dengan rumus, selalu jika ada jawaban pecahan ada tulisan ""\text...=\frac500...))|"" nah ini yg membuat bingung jawaban caranya ditulis bagaimana, mohon diperbaiki lagi.",Bagus sekali mudah dan cepat dalam mencari jawaban soal namun ada sedikit kendalabug saat penyelesaian soal matematika Saat muncul jawaban dengan rumus selalu jika ada jawaban pecahan ada tulisan textfrac nah ini yg membuat bingung jawaban caranya ditulis bagaimana mohon diperbaiki lagi,bagus sekali mudah dan cepat dalam mencari jawaban soal namun ada sedikit kendalabug saat penyelesaian soal matematika saat muncul jawaban dengan rumus selalu jika ada jawaban pecahan ada tulisan textfrac nah ini yg membuat bingung jawaban caranya ditulis bagaimana mohon diperbaiki lagi,bagus sekali mudah dan cepat dalam mencari jawaban soal namun ada sedikit kendalabug saat penyelesaian soal matematika saat muncul jawaban dengan rumus selalu jika ada jawaban pecahan ada tulisan textfrac nah ini yang membuat bingung jawaban caranya ditulis bagaimana mohon diperbaiki lagi,"['bagus', 'sekali', 'mudah', 'dan', 'cepat', 'dalam', 'mencari', 'jawaban', 'soal', 'namun', 'ada', 'sedikit', 'kendalabug', 'saat', 'penyelesaian', 'soal', 'matematika', 'saat', 'muncul', 'jawaban', 'dengan', 'rumus', 'selalu', 'jika', 'ada', 'jawaban', 'pecahan', 'ada', 'tulisan', 'textfrac', 'nah', 'ini', 'yang', 'membuat', 'bingung', 'jawaban', 'caranya', 'ditulis', 'bagaimana', 'mohon', 'diperbaiki', 'lagi']","['bagus', 'mudah', 'cepat', 'mencari', 'kendalabug', 'penyelesaian', 'matematika', 'muncul', 'rumus', 'pecahan', 'tulisan', 'textfrac', 'bingung', 'ditulis', 'mohon', 'diperbaiki']",bagus mudah cepat cari kendalabug selesai matematika muncul rumus pecah tulis textfrac bingung tulis mohon baik
2025-02-14 10:29:45,Pengguna Google,5,Aplikasi sangat bagus berguna dan bermanfaat banget makasih udah bikin aplikasi gpt nya,Aplikasi sangat bagus berguna dan bermanfaat banget makasih udah bikin aplikasi gpt nya,aplikasi sangat bagus berguna dan bermanfaat banget makasih udah bikin aplikasi gpt nya,aplikasi sangat bagus berguna dan bermanfaat banget sudah bikin aplikasi gpt ya,"['aplikasi', 'sangat', 'bagus', 'berguna', 'dan', 'bermanfaat', 'banget', 'sudah', 'bikin', 'aplikasi', 'gpt', 'ya']","['aplikasi', 'bagus', 'berguna', 'bermanfaat', 'banget', 'bikin', 'aplikasi', 'gpt', 'ya']",aplikasi bagus guna manfaat banget bikin aplikasi gpt ya
2025-02-25 06:42:03,Pengguna Google,5,"Selalu Menjadi tempat saya bertanya,bahkan saya bisa berkonsultasi di sini dan jawabannya selalu memuaskan hati.terimakasih sudah hadir di kehidupan saya.",Selalu Menjadi tempat saya bertanyabahkan saya bisa berkonsultasi di sini dan jawabannya selalu memuaskan hatiterimakasih sudah hadir di kehidupan saya,selalu menjadi tempat saya bertanyabahkan saya bisa berkonsultasi di sini dan jawabannya selalu memuaskan hatiterimakasih sudah hadir di kehidupan saya,selalu menjadi tempat saya bertanyabahkan saya bisa berkonsultasi di sini dan jawabannya selalu memuaskan hatiterimakasih sudah hadir di kehidupan saya,"['selalu', 'menjadi', 'tempat', 'saya', 'bertanyabahkan', 'saya', 'bisa', 'berkonsultasi', 'di', 'sini', 'dan', 'jawabannya', 'selalu', 'memuaskan', 'hatiterimakasih', 'sudah', 'hadir', 'di', 'kehidupan', 'saya']","['bertanyabahkan', 'berkonsultasi', 'jawabannya', 'memuaskan', 'hatiterimakasih', 'hadir', 'kehidupan']",bertanyabahkan konsultasi jawab muas hatiterimakasih hadir hidup
2024-12-20 14:43:17,Pengguna Google,5,"aplikasi ini sangat berguna bagi yang ingin tahu sesuatu,dan juga bisa diajak teman gaul juga 😁",aplikasi ini sangat berguna bagi yang ingin tahu sesuatudan juga bisa diajak teman gaul juga ,aplikasi ini sangat berguna bagi yang ingin tahu sesuatudan juga bisa diajak teman gaul juga ,aplikasi ini sangat berguna bagi yang ingin tahu sesuatudan juga bisa diajak teman gaul juga,"['aplikasi', 'ini', 'sangat', 'berguna', 'bagi', 'yang', 'ingin', 'tahu', 'sesuatudan', 'juga', 'bisa', 'diajak', 'teman', 'gaul', 'juga']","['aplikasi', 'berguna', 'sesuatudan', 'diajak', 'teman', 'gaul']",aplikasi guna sesuatudan ajak teman gaul
2025-02-24 07:37:11,Pengguna Google,5,seru si kaya punya pacar bener an cuma jawab nya terlalu panjang kurang suka aja males baca nya,seru si kaya punya pacar bener an cuma jawab nya terlalu panjang kurang suka aja males baca nya,seru si kaya punya pacar bener an cuma jawab nya terlalu panjang kurang suka aja males baca nya,seru sih kayak punya pacar benar an cuma jawab ya terlalu panjang kurang suka saja malas baca ya,"['seru', 'sih', 'kayak', 'punya', 'pacar', 'benar', 'an', 'cuma', 'jawab', 'ya', 'terlalu', 'panjang', 'kurang', 'suka', 'saja', 'malas', 'baca', 'ya']","['seru', 'sih', 'kayak', 'pacar', 'an', 'ya', 'suka', 'malas', 'baca', 'ya']",seru sih kayak pacar an ya suka malas baca ya
2025-02-12 05:17:04,Pengguna Google,5,sangat bagus mempermudah dalam pembuatan skripsi,sangat bagus mempermudah dalam pembuatan skripsi,sangat bagus mempermudah dalam pembuatan skripsi,sangat bagus mempermudah dalam pembuatan skripsi,"['sangat', 'bagus', 'mempermudah', 'dalam', 'pembuatan', 'skripsi']","['bagus', 'mempermudah', 'pembuatan', 'skripsi']",bagus mudah buat skripsi
2025-02-21 01:06:05,Pengguna Google,1,selalu nge bug dan error pas udah update,selalu nge bug dan error pas udah update,selalu nge bug dan error pas udah update,selalu nge bug dan error pas sudah update,"['selalu', 'nge', 'bug', 'dan', 'error', 'pas', 'sudah', 'update']","['nge', 'bug', 'error', 'pas', 'update']",nge bug error pas update
2024-12-08 13:43:17,Pengguna Google,5,"BAGUS👍👍👍👍👍 Ini aplikasi berguna sekali, Ai nya sangat pintar.. bisa membantu kita saat kita membutuhkan, dan bisa juga dijadikan sebagai layaknya teman. Terimakasih Chat gpt telah hadir di Dunia. Aku, kita, semua.. Bangga dengan Anda.",BAGUS Ini aplikasi berguna sekali Ai nya sangat pintar bisa membantu kita saat kita membutuhkan dan bisa juga dijadikan sebagai layaknya teman Terimakasih Chat gpt telah hadir di Dunia Aku kita semua Bangga dengan Anda,bagus ini aplikasi berguna sekali ai nya sangat pintar bisa membantu kita saat kita membutuhkan dan bisa juga dijadikan sebagai layaknya teman terimakasih chat gpt telah hadir di dunia aku kita semua bangga dengan anda,bagus ini aplikasi berguna sekali ai ya sangat pintar bisa membantu kita saat kita membutuhkan dan bisa juga dijadikan sebagai layaknya teman terimakasih chat gpt telah hadir di dunia aku kita semua bangga dengan anda,"['bagus', 'ini', 'aplikasi', 'berguna', 'sekali', 'ai', 'ya', 'sangat', 'pintar', 'bisa', 'membantu', 'kita', 'saat', 'kita', 'membutuhkan', 'dan', 'bisa', 'juga', 'dijadikan', 'sebagai', 'layaknya', 'teman', 'terimakasih', 'chat', 'gpt', 'telah', 'hadir', 'di', 'dunia', 'aku', 'kita', 'semua', 'bangga', 'dengan', 'anda']","['bagus', 'aplikasi', 'berguna', 'ai', 'ya', 'pintar', 'membantu', 'membutuhkan', 'dijadikan', 'layaknya', 'teman', 'terimakasih', 'chat', 'gpt', 'hadir', 'dunia', 'bangga']",bagus aplikasi guna ai ya pintar bantu butuh jadi layak teman terimakasih chat gpt hadir dunia bangga
2024-11-28 11:14:35,Pengguna Google,5,Sangat berguna bisa diajak berkenalan dan bisa diajak ngobrol saat lagi gabut gitu seru bgt sih bisa ditanya soal yg susah seperti MTK. Cuma segitu aja rating dari saya wassalamualaikum,Sangat berguna bisa diajak berkenalan dan bisa diajak ngobrol saat lagi gabut gitu seru bgt sih bisa ditanya soal yg susah seperti MTK Cuma segitu aja rating dari saya wassalamualaikum,sangat berguna bisa diajak berkenalan dan bisa diajak ngobrol saat lagi gabut gitu seru bgt sih bisa ditanya soal yg susah seperti mtk cuma segitu aja rating dari saya wassalamualaikum,sangat berguna bisa diajak berkenalan dan bisa diajak mengobrol saat lagi gabut begitu seru banget sih bisa ditanya soal yang susah seperti mtk cuma segitu saja rating dari saya wassalamualaikum,"['sangat', 'berguna', 'bisa', 'diajak', 'berkenalan', 'dan', 'bisa', 'diajak', 'mengobrol', 'saat', 'lagi', 'gabut', 'begitu', 'seru', 'banget', 'sih', 'bisa', 'ditanya', 'soal', 'yang', 'susah', 'seperti', 'mtk', 'cuma', 'segitu', 'saja', 'rating', 'dari', 'saya', 'wassalamualaikum']","['berguna', 'diajak', 'berkenalan', 'diajak', 'mengobrol', 'gabut', 'seru', 'banget', 'sih', 'susah', 'mtk', 'segitu', 'rating', 'wassalamualaikum']",guna ajak nal ajak obrol gabut seru banget sih susah mtk segitu rating wassalamualaikum
2024-11-17 18:09:20,Pengguna Google,4,fiturnya semakin lengkap tapi masih perlu perbaikan. seperti fitur conversation yg suka salah dengar dan fitur menggambar yg hasilnya kurang bagus.,fiturnya semakin lengkap tapi masih perlu perbaikan seperti fitur conversation yg suka salah dengar dan fitur menggambar yg hasilnya kurang bagus,fiturnya semakin lengkap tapi masih perlu perbaikan seperti fitur conversation yg suka salah dengar dan fitur menggambar yg hasilnya kurang bagus,fiturnya semakin lengkap tapi masih perlu perbaikan seperti fitur conversation yang suka salah dengar dan fitur menggambar yang hasilnya kurang bagus,"['fiturnya', 'semakin', 'lengkap', 'tapi', 'masih', 'perlu', 'perbaikan', 'seperti', 'fitur', 'conversation', 'yang', 'suka', 'salah', 'dengar', 'dan', 'fitur', 'menggambar', 'yang', 'hasilnya', 'kurang', 'bagus']","['fiturnya', 'lengkap', 'perbaikan', 'fitur', 'conversation', 'suka', 'salah', 'dengar', 'fitur', 'menggambar', 'hasilnya', 'bagus']",fiturnya lengkap baik fitur conversation suka salah dengar fitur gambar hasil bagus
2024-09-16 09:37:54,Pengguna Google,5,"kalo ada bintang 10000, bakal ku kasih tuh bintang, ini ngebantu bangett sihh, kadang kalo bosen atau gabut bisa belajar disini, balasan nya juga detail terus juga gampang di mengerti, ga ada kendala selama pemakaian apk, terimakasihhh banyak buat yg udah menciptakan ChatGPT ya!",kalo ada bintang  bakal ku kasih tuh bintang ini ngebantu bangett sihh kadang kalo bosen atau gabut bisa belajar disini balasan nya juga detail terus juga gampang di mengerti ga ada kendala selama pemakaian apk terimakasihhh banyak buat yg udah menciptakan ChatGPT ya,kalo ada bintang  bakal ku kasih tuh bintang ini ngebantu bangett sihh kadang kalo bosen atau gabut bisa belajar disini balasan nya juga detail terus juga gampang di mengerti ga ada kendala selama pemakaian apk terimakasihhh banyak buat yg udah menciptakan chatgpt ya,kalau ada bintang bakal ku kasih tuh bintang ini membantu banget sih kadang kalau bosan atau gabut bisa belajar disini balasan ya juga detail terus juga gampang di mengerti tidak ada kendala selama pemakaian apk terimakasihhh banyak buat yang sudah menciptakan chatgpt ya,"['kalau', 'ada', 'bintang', 'bakal', 'ku', 'kasih', 'tuh', 'bintang', 'ini', 'membantu', 'banget', 'sih', 'kadang', 'kalau', 'bosan', 'atau', 'gabut', 'bisa', 'belajar', 'disini', 'balasan', 'ya', 'juga', 'detail', 'terus', 'juga', 'gampang', 'di', 'mengerti', 'tidak', 'ada', 'kendala', 'selama', 'pemakaian', 'apk', 'terimakasihhh', 'banyak', 'buat', 'yang', 'sudah', 'menciptakan', 'chatgpt', 'ya']","['bintang', 'ku', 'kasih', 'tuh', 'bintang', 'membantu', 'banget', 'sih', 'kadang', 'bosan', 'gabut', 'belajar', 'balasan', 'ya', 'detail', 'gampang', 'mengerti', 'kendala', 'pemakaian', 'apk', 'terimakasihhh', 'menciptakan', 'chatgpt', 'ya']",bintang ku kasih tuh bintang bantu banget sih kadang bosan gabut ajar balas ya detail gampang erti kendala pakai apk terimakasihhh cipta chatgpt ya
2024-11-17 13:14:30,Pengguna Google,5,"Saya sangat terbantu dengan aplikasi ini, seriusan deh kalian juga harus mencoba, disini kita bisa bahas apapun itu termasuk juga bisa curhat lewat aplikasi ini, siapapun yang menciptakan aplikasi ini terimakasih bangett karena emang sebagus ituu!! plis kalian coba dulu ngedownload aplikasi ini, aku suka banget karena bisa dijadiin teman berbagi cerita♥♥♥",Saya sangat terbantu dengan aplikasi ini seriusan deh kalian juga harus mencoba disini kita bisa bahas apapun itu termasuk juga bisa curhat lewat aplikasi ini siapapun yang menciptakan aplikasi ini terimakasih bangett karena emang sebagus ituu plis kalian coba dulu ngedownload aplikasi ini aku suka banget karena bisa dijadiin teman berbagi cerita,saya sangat terbantu dengan aplikasi ini seriusan deh kalian juga harus mencoba disini kita bisa bahas apapun itu termasuk juga bisa curhat lewat aplikasi ini siapapun yang menciptakan aplikasi ini terimakasih bangett karena emang sebagus ituu plis kalian coba dulu ngedownload aplikasi ini aku suka banget karena bisa dijadiin teman berbagi cerita,saya sangat terbantu dengan aplikasi ini seriusan deh kalian juga harus mencoba disini kita bisa bahas apapun itu termasuk juga bisa curhat lewat aplikasi ini siapapun yang menciptakan aplikasi ini terimakasih banget karena memang sebagus itu plis kalian coba dulu ngedownload aplikasi ini aku suka banget karena bisa dijadikan teman berbagi cerita,"['saya', 'sangat', 'terbantu', 'dengan', 'aplikasi', 'ini', 'seriusan', 'deh', 'kalian', 'juga', 'harus', 'mencoba', 'disini', 'kita', 'bisa', 'bahas', 'apapun', 'itu', 'termasuk', 'juga', 'bisa', 'curhat', 'lewat', 'aplikasi', 'ini', 'siapapun', 'yang', 'menciptakan', 'aplikasi', 'ini', 'terimakasih', 'banget', 'karena', 'memang', 'sebagus', 'itu', 'plis', 'kalian', 'coba', 'dulu', 'ngedownload', 'aplikasi', 'ini', 'aku', 'suka', 'banget', 'karena', 'bisa', 'dijadikan', 'teman', 'berbagi', 'cerita']","['terbantu', 'aplikasi', 'seriusan', 'deh', 'mencoba', 'bahas', 'apapun', 'curhat', 'aplikasi', 'menciptakan', 'aplikasi', 'terimakasih', 'banget', 'sebagus', 'plis', 'coba', 'ngedownload', 'aplikasi', 'suka', 'banget', 'dijadikan', 'teman', 'berbagi', 'cerita']",bantu aplikasi serius deh coba bahas apa curhat aplikasi cipta aplikasi terimakasih banget bagus plis coba ngedownload aplikasi suka banget jadi teman bagi cerita
2024-10-23 03:24:37,Pengguna Google,5,"Bagus aplikasinya, tapi fiturnya jangan dibatasi saya kesulitan untuk tugas sekolah, tolonglah agar semua gratiskan agar pengguna lebih nyaman saya mencari ai yang gratis, saya ganti ganti ai terus kalo semua fitur ditutup jadi sekarang tolong kerja samanya untuk anak sekolah, saya tidak punya uang untuk membeli Chat GPT Pro, TERIMAKASIH OPEN AI SEMOGA ANDA BACA PESAN SAYA",Bagus aplikasinya tapi fiturnya jangan dibatasi saya kesulitan untuk tugas sekolah tolonglah agar semua gratiskan agar pengguna lebih nyaman saya mencari ai yang gratis saya ganti ganti ai terus kalo semua fitur ditutup jadi sekarang tolong kerja samanya untuk anak sekolah saya tidak punya uang untuk membeli Chat GPT Pro TERIMAKASIH OPEN AI SEMOGA ANDA BACA PESAN SAYA,bagus aplikasinya tapi fiturnya jangan dibatasi saya kesulitan untuk tugas sekolah tolonglah agar semua gratiskan agar pengguna lebih nyaman saya mencari ai yang gratis saya ganti ganti ai terus kalo semua fitur ditutup jadi sekarang tolong kerja samanya untuk anak sekolah saya tidak punya uang untuk membeli chat gpt pro terimakasih open ai semoga anda baca pesan saya,bagus aplikasinya tapi fiturnya jangan dibatasi saya kesulitan untuk tugas sekolah tolonglah agar semua gratiskan agar pengguna lebih nyaman saya mencari ai yang gratis saya ganti ganti ai terus kalau semua fitur ditutup jadi sekarang tolong kerja samanya untuk anak sekolah saya tidak punya uang untuk membeli chat gpt pro terimakasih open ai semoga anda baca pesan saya,"['bagus', 'aplikasinya', 'tapi', 'fiturnya', 'jangan', 'dibatasi', 'saya', 'kesulitan', 'untuk', 'tugas', 'sekolah', 'tolonglah', 'agar', 'semua', 'gratiskan', 'agar', 'pengguna', 'lebih', 'nyaman', 'saya', 'mencari', 'ai', 'yang', 'gratis', 'saya', 'ganti', 'ganti', 'ai', 'terus', 'kalau', 'semua', 'fitur', 'ditutup', 'jadi', 'sekarang', 'tolong', 'kerja', 'samanya', 'untuk', 'anak', 'sekolah', 'saya', 'tidak', 'punya', 'uang', 'untuk', 'membeli', 'chat', 'gpt', 'pro', 'terimakasih', 'open', 'ai', 'semoga', 'anda', 'baca', 'pesan', 'saya']","['bagus', 'aplikasinya', 'fiturnya', 'dibatasi', 'kesulitan', 'tugas', 'sekolah', 'tolonglah', 'gratiskan', 'pengguna', 'nyaman', 'mencari', 'ai', 'gratis', 'ganti', 'ganti', 'ai', 'fitur', 'ditutup', 'tolong', 'kerja', 'samanya', 'anak', 'sekolah', 'uang', 'membeli', 'chat', 'gpt', 'pro', 'terimakasih', 'open', 'ai', 'semoga', 'baca', 'pesan']",bagus aplikasi fiturnya batas sulit tugas sekolah tolong gratis guna nyaman cari ai gratis ganti ganti ai fitur tutup tolong kerja sama anak sekolah uang beli chat gpt pro terimakasih open ai moga baca pesan
